sessionId,sessionStartLocal,sessionStartUnixMs,inputSource,csvVersion,sessionFolderPath
"meditation_experiment_20260516_002946_263","2026-05-16 00:29:46.263 +02:00",1778884186263,"OVRInput Button.One/RawButton.A buttonOne=True rawA(RTouch)=True rawA(Active)=True active=RTouch connected=RTouch controller=water lilies (1)#72378","2","C:/Users/linki/Application/Meditation-hdrp-pointcloud-vfxgraph/Assets\data_collection\meditation_experiment_20260516_002946_263"
