sessionId,sampleUnixMs,elapsedMs,frame,leftValid,leftConfidence,leftOriginX,leftOriginY,leftOriginZ,leftForwardX,leftForwardY,leftForwardZ,rightValid,rightConfidence,rightOriginX,rightOriginY,rightOriginZ,rightForwardX,rightForwardY,rightForwardZ,centerEyeX,centerEyeY,centerEyeZ,centerForwardX,centerForwardY,centerForwardZ
"meditation_experiment_20260516_002946_263",1778884186276,13,211,1,0.996094,41.21695,20.83854,39.70156,0.993944,0.087297,0.066737,1,0.996094,41.21549,20.83325,39.63447,0.988587,0.090963,0.120088,41.21622,20.83589,39.66801,0.995255,0.092885,-0.028973
"meditation_experiment_20260516_002946_263",1778884186371,108,218,1,0.996094,41.20916,20.84043,39.7041,0.992584,0.071346,0.098421,1,0.996094,41.20841,20.83555,39.63697,0.985634,0.074717,0.151468,41.20878,20.83799,39.67053,0.994684,0.101306,-0.018455
"meditation_experiment_20260516_002946_263",1778884186481,218,226,1,0.996094,41.20317,20.84362,39.70826,0.977624,0.106512,0.181402,1,0.996094,41.20355,20.8385,39.64114,0.966294,0.1094,0.233042,41.20337,20.84106,39.6747,0.991799,0.12774,-0.004136
"meditation_experiment_20260516_002946_263",1778884186593,330,234,1,0.996094,41.19921,20.84497,39.71206,0.978994,0.097628,0.178997,1,0.996094,41.20055,20.84096,39.64487,0.967839,0.099832,0.230916,41.19988,20.84297,39.67847,0.989139,0.146566,0.011037
"meditation_experiment_20260516_002946_263",1778884186704,441,242,1,0.996094,41.19711,20.84559,39.71577,0.978912,0.100316,0.177956,1,0.996094,41.19947,20.84216,39.64858,0.967802,0.102112,0.23007,41.19829,20.84387,39.68217,0.986852,0.159447,0.026442
"meditation_experiment_20260516_002946_263",1778884186815,552,250,1,0.996094,41.19694,20.84583,39.71807,0.976875,0.101375,0.188253,1,0.996094,41.20032,20.84308,39.65089,0.965251,0.102651,0.240321,41.19863,20.84446,39.68448,0.98322,0.177486,0.042153
"meditation_experiment_20260516_002946_263",1778884186927,664,258,1,0.996094,41.20008,20.84506,39.71629,0.979001,0.106783,0.173651,1,0.996094,41.20414,20.84236,39.64915,0.968089,0.108118,0.226085,41.20211,20.84371,39.68272,0.979305,0.195794,0.05125
"meditation_experiment_20260516_002946_263",1778884187039,776,266,1,0.996094,41.20529,20.84407,39.71173,0.979889,0.109633,0.166729,1,0.996094,41.20974,20.84094,39.64463,0.969281,0.11135,0.219307,41.20751,20.84251,39.67818,0.974479,0.21776,0.054507
"meditation_experiment_20260516_002946_263",1778884187149,886,274,1,0.996094,41.2096,20.84274,39.7065,0.981436,0.100534,0.16333,1,0.996094,41.21412,20.83872,39.63945,0.970956,0.103058,0.215928,41.21186,20.84073,39.67297,0.96997,0.237802,0.05107
"meditation_experiment_20260516_002946_263",1778884187261,998,282,1,0.996094,41.21122,20.84201,39.70342,0.984779,0.06826,0.159852,1,0.996094,41.21545,20.83703,39.63643,0.974534,0.071776,0.212444,41.21333,20.83952,39.66993,0.972755,0.227523,0.044517
"meditation_experiment_20260516_002946_263",1778884187372,1109,290,1,0.996094,41.21142,20.84195,39.70205,0.986714,0.072733,0.145281,1,0.996094,41.21534,20.8372,39.63501,0.977227,0.076068,0.198095,41.21338,20.83957,39.66853,0.973916,0.223137,0.041194
"meditation_experiment_20260516_002946_263",1778884187484,1221,298,1,0.996094,41.21069,20.84201,39.70178,0.985541,0.124784,0.11462,1,0.996094,41.21466,20.83713,39.63476,0.977459,0.128093,0.167827,41.21267,20.83957,39.66827,0.973357,0.225544,0.041301
"meditation_experiment_20260516_002946_263",1778884187594,1331,306,1,0.996094,41.20979,20.84194,39.70226,0.985997,0.125852,0.109409,1,0.996094,41.21387,20.83701,39.63525,0.978179,0.129229,0.162683,41.21183,20.83947,39.66876,0.973931,0.222746,0.042933
"meditation_experiment_20260516_002946_263",1778884187707,1444,314,1,0.996094,41.20921,20.84214,39.70317,0.985983,0.123011,0.112725,1,0.996094,41.21334,20.83742,39.63614,0.978019,0.126217,0.165978,41.21127,20.83978,39.66965,0.97335,0.225035,0.044147
"meditation_experiment_20260516_002946_263",1778884187819,1556,322,1,0.996094,41.20887,20.84209,39.70398,0.986112,0.120386,0.114416,1,0.996094,41.21315,20.83755,39.63695,0.978081,0.123468,0.167671,41.21101,20.83982,39.67046,0.973086,0.225641,0.046809
"meditation_experiment_20260516_002946_263",1778884187930,1667,329,1,0.996094,41.20918,20.84202,39.70419,0.986018,0.124223,0.111073,1,0.996094,41.21342,20.83761,39.63715,0.978162,0.127202,0.164373,41.2113,20.83982,39.67067,0.973023,0.22593,0.0467
"meditation_experiment_20260516_002946_263",1778884188041,1778,335,1,0.996094,41.20985,20.84183,39.70378,0.986841,0.122606,0.105417,1,0.996094,41.21389,20.83741,39.63674,0.979292,0.125618,0.158771,41.21187,20.83962,39.67026,0.973263,0.225506,0.043664
"meditation_experiment_20260516_002946_263",1778884188149,1886,340,1,0.996094,41.21053,20.84167,39.70327,0.986498,0.144375,-0.077316,1,0.996094,41.21433,20.83725,39.63621,0.9886,0.148702,-0.023637,41.21243,20.83946,39.66974,0.973638,0.224493,0.040394
"meditation_experiment_20260516_002946_263",1778884188261,1998,345,1,0.996094,41.21125,20.8414,39.7028,0.986522,0.14281,-0.07987,1,0.996094,41.2148,20.83696,39.63573,0.98877,0.14713,-0.02619,41.21303,20.83918,39.66927,0.974041,0.223378,0.0367
"meditation_experiment_20260516_002946_263",1778884188384,2121,350,1,0.996094,41.21192,20.84118,39.70259,0.986974,0.141624,-0.076324,1,0.996094,41.2153,20.8368,39.6355,0.98905,0.145843,-0.022599,41.21361,20.83899,39.66904,0.974445,0.221962,0.034504
"meditation_experiment_20260516_002946_263",1778884188494,2231,354,1,0.996094,41.21219,20.84126,39.70245,0.985916,0.146825,-0.080074,1,0.996094,41.21556,20.83687,39.63536,0.988166,0.151105,-0.026378,41.21387,20.83907,39.66891,0.974102,0.223501,0.03425
"meditation_experiment_20260516_002946_263",1778884188605,2342,358,1,0.996094,41.21217,20.84117,39.70228,0.984563,0.171778,0.033576,1,0.996094,41.21555,20.83675,39.6352,0.980655,0.17512,0.087465,41.21386,20.83896,39.66874,0.974216,0.222989,0.034354
"meditation_experiment_20260516_002946_263",1778884188716,2453,362,1,0.996094,41.21214,20.84106,39.70199,0.983072,0.178552,0.041099,1,0.996094,41.21554,20.83663,39.63491,0.978737,0.181822,0.094948,41.21384,20.83885,39.66845,0.974212,0.222968,0.034599
"meditation_experiment_20260516_002946_263",1778884188827,2564,366,1,0.996094,41.21211,20.84122,39.70187,0.985168,0.16649,0.04153,1,0.996094,41.21553,20.8368,39.63479,0.980856,0.169778,0.095381,41.21382,20.83902,39.66833,0.973973,0.223971,0.034847
"meditation_experiment_20260516_002946_263",1778884188939,2676,370,1,0.996094,41.21208,20.8413,39.70174,0.970352,0.16958,0.172221,1,0.996094,41.21556,20.83682,39.63466,0.959234,0.171712,0.224466,41.21382,20.83906,39.6682,0.973744,0.224866,0.035463
"meditation_experiment_20260516_002946_263",1778884189049,2786,374,1,0.996094,41.2121,20.84131,39.70171,0.970589,0.171134,0.169325,1,0.996094,41.21561,20.83685,39.63464,0.959614,0.173267,0.22163,41.21386,20.83908,39.66817,0.97357,0.225526,0.036044
"meditation_experiment_20260516_002946_263",1778884189161,2898,378,1,0.996094,41.21206,20.84126,39.7018,0.970516,0.167228,0.17359,1,0.996094,41.21567,20.83683,39.63473,0.959335,0.169344,0.225829,41.21386,20.83905,39.66826,0.973529,0.225457,0.037554
"meditation_experiment_20260516_002946_263",1778884189272,3009,382,1,0.996094,41.21209,20.84126,39.70184,0.969077,0.171627,0.177295,1,0.996094,41.21571,20.83687,39.63477,0.957704,0.173641,0.229461,41.2139,20.83907,39.6683,0.97311,0.227251,0.037602
"meditation_experiment_20260516_002946_263",1778884189384,3121,386,1,0.996094,41.21202,20.84126,39.7019,0.960586,0.116261,0.252505,1,0.996094,41.21564,20.83686,39.63483,0.945633,0.118321,0.302949,41.21383,20.83906,39.66837,0.973381,0.226082,0.037644
"meditation_experiment_20260516_002946_263",1778884189495,3232,390,1,0.996094,41.21197,20.841,39.70235,0.960501,0.10557,0.257476,1,0.996094,41.21572,20.83668,39.63528,0.94533,0.107685,0.307824,41.21384,20.83884,39.66881,0.97366,0.224468,0.040013
"meditation_experiment_20260516_002946_263",1778884189607,3344,394,1,0.996094,41.21193,20.84123,39.70248,0.959957,0.117131,0.254485,1,0.996094,41.21564,20.83694,39.63541,0.94491,0.119091,0.304899,41.21378,20.83908,39.66895,0.973286,0.226192,0.039395
"meditation_experiment_20260516_002946_263",1778884189719,3456,398,1,0.996094,41.21172,20.84143,39.70267,0.961523,0.107789,0.252695,1,0.996094,41.21546,20.83715,39.63559,0.946581,0.109868,0.303174,41.21359,20.83929,39.66913,0.972762,0.228385,0.039681
"meditation_experiment_20260516_002946_263",1778884189830,3567,402,1,0.996094,41.21168,20.84144,39.7027,0.962069,0.107896,0.250564,1,0.996094,41.21534,20.83716,39.63562,0.947233,0.109979,0.301088,41.21351,20.8393,39.66916,0.972648,0.22906,0.03858
"meditation_experiment_20260516_002946_263",1778884189941,3678,406,1,0.996094,41.21143,20.84146,39.70291,0.961172,0.197939,0.192273,1,0.996094,41.21515,20.83727,39.63583,0.949018,0.199403,0.244139,41.21329,20.83936,39.66937,0.972503,0.229495,0.039629
"meditation_experiment_20260516_002946_263",1778884190052,3789,410,1,0.996094,41.21121,20.84157,39.70305,0.96194,0.197586,0.188762,1,0.996094,41.21503,20.83742,39.63597,0.949961,0.199071,0.240717,41.21312,20.83949,39.66951,0.97216,0.230703,0.040996
"meditation_experiment_20260516_002946_263",1778884190164,3901,414,1,0.996094,41.21121,20.84187,39.70286,0.962635,0.196367,0.186478,1,0.996094,41.21502,20.83767,39.63579,0.950764,0.197932,0.238476,41.21312,20.83977,39.66933,0.971852,0.232075,0.040556
"meditation_experiment_20260516_002946_263",1778884190276,4013,418,1,0.996094,41.21126,20.84172,39.70271,0.973841,0.210956,0.084449,1,0.996094,41.21497,20.83755,39.63563,0.967149,0.213504,0.137985,41.21311,20.83964,39.66917,0.972208,0.230765,0.039488
"meditation_experiment_20260516_002946_263",1778884190387,4124,422,1,0.996094,41.2112,20.84163,39.70269,0.973399,0.213379,0.083452,1,0.996094,41.21496,20.83743,39.63561,0.966744,0.21596,0.136996,41.21308,20.83953,39.66915,0.972302,0.230272,0.040055
"meditation_experiment_20260516_002946_263",1778884190499,4236,426,1,0.996094,41.21127,20.84172,39.7026,0.973212,0.214924,0.081648,1,0.996094,41.215,20.83754,39.63551,0.966652,0.21749,0.135209,41.21313,20.83963,39.66906,0.972199,0.230776,0.03965
"meditation_experiment_20260516_002946_263",1778884190610,4347,430,1,0.996094,41.21139,20.84164,39.70238,0.968497,0.221348,0.114098,1,0.996094,41.21507,20.83738,39.6353,0.960231,0.22355,0.167281,41.21323,20.83951,39.66884,0.972332,0.230379,0.038679
"meditation_experiment_20260516_002946_263",1778884190722,4459,434,1,0.996094,41.21143,20.84157,39.70234,0.943825,0.277715,0.179082,1,0.996094,41.21506,20.83734,39.63525,0.932198,0.278537,0.231138,41.21325,20.83945,39.66879,0.97247,0.229906,0.038016
"meditation_experiment_20260516_002946_263",1778884190833,4570,438,1,0.996094,41.21137,20.8416,39.70244,0.956824,0.222884,0.186578,1,0.996094,41.21508,20.8374,39.63536,0.944907,0.224166,0.238539,41.21323,20.8395,39.6689,0.972326,0.23031,0.039242
"meditation_experiment_20260516_002946_263",1778884190945,4682,442,1,0.996094,41.21149,20.84159,39.7025,0.960942,0.214009,0.175473,1,0.996094,41.21518,20.83741,39.63541,0.949597,0.215487,0.227666,41.21334,20.8395,39.66895,0.972245,0.230687,0.039042
"meditation_experiment_20260516_002946_263",1778884191056,4793,446,1,0.996094,41.21145,20.84179,39.70251,0.933786,0.178718,0.310007,1,0.996094,41.2151,20.83755,39.63543,0.916099,0.179278,0.358638,41.21328,20.83967,39.66897,0.97233,0.230429,0.038434
"meditation_experiment_20260516_002946_263",1778884191168,4905,450,1,0.996094,41.21134,20.84163,39.70259,0.935499,0.174972,0.306963,1,0.996094,41.21505,20.8374,39.63551,0.917947,0.175614,0.355715,41.2132,20.83952,39.66904,0.972306,0.230382,0.039313
"meditation_experiment_20260516_002946_263",1778884191280,5017,454,1,0.996094,41.21113,20.84186,39.7026,0.935759,0.179599,0.30348,1,0.996094,41.21487,20.83764,39.63552,0.918357,0.180196,0.35235,41.213,20.83975,39.66906,0.971975,0.231716,0.039644
"meditation_experiment_20260516_002946_263",1778884191392,5129,458,1,0.996094,41.21099,20.84183,39.7025,0.944694,0.164448,0.283745,1,0.996094,41.21473,20.83762,39.63542,0.928204,0.165456,0.333261,41.21286,20.83973,39.66896,0.971774,0.232578,0.039524
"meditation_experiment_20260516_002946_263",1778884191503,5240,462,1,0.996094,41.21098,20.84197,39.70223,0.983616,0.11279,0.140636,1,0.996094,41.2146,20.83769,39.63515,0.974281,0.115483,0.193499,41.21279,20.83983,39.66869,0.971913,0.232308,0.037672
"meditation_experiment_20260516_002946_263",1778884191614,5351,466,1,0.996094,41.21091,20.84188,39.70208,0.982137,0.120148,0.144817,1,0.996094,41.21446,20.8376,39.63499,0.972566,0.122753,0.197603,41.21268,20.83974,39.66853,0.971941,0.232345,0.036697
"meditation_experiment_20260516_002946_263",1778884191726,5463,470,1,0.996094,41.21058,20.84226,39.70191,0.979407,0.131185,0.153468,1,0.996094,41.21408,20.83795,39.63482,0.969359,0.133665,0.206098,41.21233,20.84011,39.66837,0.97165,0.233702,0.035787
"meditation_experiment_20260516_002946_263",1778884191838,5575,474,1,0.996094,41.21056,20.8424,39.70149,0.979621,0.136128,0.147692,1,0.996094,41.21386,20.83802,39.6344,0.969856,0.138648,0.200388,41.21221,20.84021,39.66795,0.971409,0.23521,0.032261
"meditation_experiment_20260516_002946_263",1778884191949,5686,478,1,0.996094,41.2105,20.84239,39.70059,0.98385,0.129911,0.123138,1,0.996094,41.21313,20.83805,39.63347,0.975395,0.132559,0.176162,41.21181,20.84022,39.66703,0.971882,0.234353,0.022877
"meditation_experiment_20260516_002946_263",1778884192061,5798,482,1,0.996094,41.21124,20.84239,39.69791,0.933307,0.327421,-0.147429,1,0.996094,41.21151,20.83862,39.6307,0.938457,0.332342,-0.09406,41.21137,20.84051,39.6643,0.971736,0.235883,-0.009404
"meditation_experiment_20260516_002946_263",1778884192173,5910,486,1,0.996094,41.21101,20.84341,39.69674,0.923909,0.299797,-0.237726,1,0.996094,41.21,20.84011,39.62951,0.933916,0.305453,-0.185746,41.21051,20.84176,39.66313,0.968051,0.249307,-0.026907
"meditation_experiment_20260516_002946_263",1778884192284,6021,490,1,0.996094,41.21088,20.84404,39.69488,0.946696,0.243389,-0.211019,1,0.996094,41.2081,20.84107,39.62769,0.955849,0.247567,-0.158313,41.20949,20.84255,39.66129,0.965207,0.256399,-0.051331
"meditation_experiment_20260516_002946_263",1778884192395,6132,494,1,0.996094,41.21075,20.84455,39.69294,0.95198,0.230342,-0.201683,1,0.996094,41.20599,20.84178,39.62585,0.960857,0.233794,-0.148642,41.20837,20.84316,39.65939,0.961814,0.262025,-0.079102
"meditation_experiment_20260516_002946_263",1778884192507,6244,498,1,0.996094,41.21046,20.84516,39.69147,0.955826,0.217597,-0.197604,1,0.996094,41.20419,20.84265,39.6245,0.964643,0.220483,-0.144403,41.20732,20.8439,39.65799,0.958723,0.266266,-0.099763
"meditation_experiment_20260516_002946_263",1778884192618,6355,502,1,0.996094,41.20993,20.84571,39.691,0.95411,0.220377,-0.202752,1,0.996094,41.20279,20.84337,39.62411,0.963265,0.223046,-0.149569,41.20636,20.84454,39.65755,0.955627,0.272633,-0.111577
"meditation_experiment_20260516_002946_263",1778884192729,6466,506,1,0.996094,41.2093,20.84649,39.69064,0.971309,0.218135,-0.094747,1,0.996094,41.20157,20.84426,39.6238,0.9748,0.219319,-0.040798,41.20543,20.84538,39.65722,0.953315,0.277348,-0.11945
"meditation_experiment_20260516_002946_263",1778884192841,6578,510,1,0.996094,41.20795,20.84711,39.69073,0.971809,0.21993,-0.084962,1,0.996094,41.19986,20.84498,39.62394,0.974814,0.22085,-0.031026,41.20391,20.84605,39.65734,0.950576,0.284565,-0.124211
"meditation_experiment_20260516_002946_263",1778884192952,6689,514,1,0.996094,41.20593,20.85048,39.69053,0.933634,0.347915,-0.085335,1,0.996094,41.19727,20.8485,39.62379,0.936917,0.348136,-0.031432,41.2016,20.84949,39.65716,0.942638,0.306888,-0.131355
"meditation_experiment_20260516_002946_263",1778884193064,6801,518,1,0.996094,41.20408,20.85205,39.6906,0.911264,0.397634,-0.107168,1,0.996094,41.19524,20.85006,39.6239,0.91579,0.398109,-0.053287,41.19966,20.85106,39.65725,0.937345,0.321655,-0.133876
"meditation_experiment_20260516_002946_263",1778884193175,6912,522,1,0.996094,41.20273,20.85281,39.69125,0.920073,0.385997,-0.06688,1,0.996094,41.19417,20.85061,39.62451,0.922457,0.385882,-0.013006,41.19845,20.85172,39.65788,0.93662,0.324988,-0.130867
"meditation_experiment_20260516_002946_263",1778884193287,7024,526,1,0.996094,41.20204,20.85292,39.69213,0.921237,0.384233,-0.060725,1,0.996094,41.19386,20.8507,39.62535,0.92326,0.384116,-0.006843,41.19795,20.85181,39.65874,0.936768,0.326637,-0.125597
"meditation_experiment_20260516_002946_263",1778884193398,7135,530,1,0.996094,41.20135,20.85227,39.69389,0.922318,0.381866,-0.059231,1,0.996094,41.19414,20.85009,39.62699,0.924154,0.381984,-0.005285,41.19774,20.85118,39.66044,0.939476,0.323867,-0.111785
"meditation_experiment_20260516_002946_263",1778884193509,7246,534,1,0.996094,41.20023,20.85187,39.69659,0.926265,0.372247,-0.058876,1,0.996094,41.19465,20.84978,39.62954,0.927907,0.37278,-0.004844,41.19744,20.85082,39.66307,0.941051,0.326495,-0.088451
"meditation_experiment_20260516_002946_263",1778884193621,7358,538,1,0.996094,41.19852,20.85207,39.69907,0.94442,0.276928,0.17715,1,0.996094,41.195,20.84999,39.63188,0.934019,0.274714,0.228342,41.19675,20.85103,39.66547,0.941718,0.331087,-0.059576
"meditation_experiment_20260516_002946_263",1778884193732,7469,542,1,0.996094,41.19666,20.85244,39.7015,0.940624,0.280286,0.191487,1,0.996094,41.19536,20.85019,39.63423,0.92929,0.2784,0.24272,41.19601,20.85131,39.66786,0.941881,0.334658,-0.029403
"meditation_experiment_20260516_002946_263",1778884193844,7581,546,1,0.996094,41.19492,20.85287,39.70346,0.94108,0.282866,0.185355,1,0.996094,41.19556,20.85045,39.63619,0.929802,0.28157,0.237036,41.19524,20.85166,39.66982,0.941504,0.336986,-0.003212
"meditation_experiment_20260516_002946_263",1778884193954,7691,550,1,0.996094,41.19339,20.85321,39.70515,0.92741,0.228048,0.296489,1,0.996094,41.19589,20.85067,39.63792,0.91071,0.226462,0.345431,41.19464,20.85194,39.67154,0.940607,0.338778,0.022111
"meditation_experiment_20260516_002946_263",1778884194066,7803,554,1,0.996094,41.19213,20.85334,39.7066,0.926703,0.221971,0.303234,1,0.996094,41.19647,20.85051,39.63948,0.909436,0.220927,0.352303,41.1943,20.85192,39.67304,0.939754,0.338685,0.046427
"meditation_experiment_20260516_002946_263",1778884194177,7914,558,1,0.996094,41.19091,20.85313,39.70841,0.922622,0.233925,0.306672,1,0.996094,41.19738,20.84988,39.64148,0.904895,0.233347,0.355969,41.19415,20.85151,39.67495,0.940365,0.331819,0.074902
"meditation_experiment_20260516_002946_263",1778884194289,8026,562,1,0.996094,41.18974,20.85291,39.70992,0.908511,0.189859,0.372238,1,0.996094,41.19816,20.8492,39.64323,0.887609,0.189851,0.419652,41.19395,20.85105,39.67657,0.938378,0.330751,0.100254
"meditation_experiment_20260516_002946_263",1778884194399,8136,566,1,0.996094,41.18872,20.85342,39.71011,0.91509,0.185719,0.357938,1,0.996094,41.19827,20.84914,39.64361,0.894621,0.186534,0.406028,41.19349,20.85128,39.67686,0.936123,0.333067,0.112879
"meditation_experiment_20260516_002946_263",1778884194510,8247,570,1,0.996094,41.18792,20.85317,39.70925,0.972909,0.100368,0.208265,1,0.996094,41.19729,20.84877,39.64273,0.959943,0.103322,0.260452,41.1926,20.85097,39.67599,0.938279,0.327718,0.11061
"meditation_experiment_20260516_002946_263",1778884194622,8359,574,1,0.996094,41.18689,20.85333,39.70811,0.976133,0.095331,0.195132,1,0.996094,41.19578,20.84889,39.64153,0.963874,0.098395,0.24752,41.19133,20.85111,39.67482,0.940113,0.324646,0.103887
"meditation_experiment_20260516_002946_263",1778884194733,8470,578,1,0.996094,41.18495,20.85306,39.70723,0.974679,0.090129,0.204641,1,0.996094,41.19364,20.84834,39.64065,0.961935,0.093383,0.256829,41.1893,20.8507,39.67394,0.94481,0.311592,0.101219
"meditation_experiment_20260516_002946_263",1778884194845,8582,582,1,0.996094,41.18239,20.85319,39.70593,0.978089,0.079683,0.192334,1,0.996094,41.19035,20.8483,39.63927,0.966031,0.083143,0.244687,41.18637,20.85075,39.6726,0.948429,0.303621,0.091087
"meditation_experiment_20260516_002946_263",1778884194955,8692,586,1,0.996094,41.17953,20.85338,39.70466,0.993849,0.095846,0.05547,1,0.996094,41.18651,20.84838,39.6379,0.988979,0.09994,0.109237,41.18302,20.85088,39.67128,0.952153,0.295665,0.077374
"meditation_experiment_20260516_002946_263",1778884195067,8804,590,1,0.996094,41.17668,20.85341,39.70388,0.994846,0.087422,0.051374,1,0.996094,41.18277,20.84847,39.63703,0.990243,0.091421,0.105175,41.17972,20.85094,39.67046,0.954186,0.292002,0.065295
"meditation_experiment_20260516_002946_263",1778884195178,8915,594,1,0.996094,41.17467,20.85368,39.70338,0.993949,0.092036,0.059957,1,0.996094,41.18004,20.84871,39.63646,0.988869,0.095959,0.113715,41.17736,20.8512,39.66992,0.955484,0.289844,0.055151
"meditation_experiment_20260516_002946_263",1778884195290,9027,598,1,0.996094,41.17371,20.85346,39.70316,0.9934,0.097123,0.061025,1,0.996094,41.17859,20.84848,39.63621,0.988243,0.101011,0.114772,41.17615,20.85097,39.66969,0.956875,0.286435,0.04843
"meditation_experiment_20260516_002946_263",1778884195401,9138,602,1,0.996094,41.17393,20.8532,39.70367,0.98229,0.053414,0.17959,1,0.996094,41.17881,20.84826,39.63671,0.971067,0.05698,0.23191,41.17637,20.85073,39.67019,0.957562,0.284061,0.048841
"meditation_experiment_20260516_002946_263",1778884195512,9249,606,1,0.996094,41.17543,20.85284,39.70434,0.981147,0.053828,0.185616,1,0.996094,41.1805,20.84795,39.63739,0.969609,0.057345,0.237845,41.17797,20.8504,39.67086,0.958114,0.281624,0.052022
"meditation_experiment_20260516_002946_263",1778884195624,9361,610,1,0.996094,41.17847,20.85165,39.70455,0.980357,0.047285,0.19148,1,0.996094,41.18364,20.8467,39.63762,0.968538,0.050879,0.24361,41.18105,20.84917,39.67108,0.960182,0.274119,0.053935
"meditation_experiment_20260516_002946_263",1778884195735,9472,614,1,0.996094,41.18159,20.85065,39.70399,0.97983,0.050118,0.193446,1,0.996094,41.18657,20.84547,39.63706,0.9679,0.053861,0.245498,41.18408,20.84806,39.67053,0.96303,0.264482,0.051221
"meditation_experiment_20260516_002946_263",1778884195846,9583,618,1,0.996094,41.18405,20.85055,39.70293,0.994766,0.092211,0.044012,1,0.996094,41.18882,20.84516,39.636,0.990515,0.096503,0.097819,41.18643,20.84785,39.66947,0.962723,0.266334,0.047226
"meditation_experiment_20260516_002946_263",1778884195957,9694,622,1,0.996094,41.18563,20.85065,39.70158,0.994783,0.099048,0.024424,1,0.996094,41.19015,20.84509,39.63465,0.991538,0.103558,0.078284,41.18789,20.84787,39.66811,0.962394,0.268272,0.042752
"meditation_experiment_20260516_002946_263",1778884196068,9805,626,1,0.996094,41.18616,20.85007,39.70006,0.993563,0.111492,0.020063,1,0.996094,41.19039,20.8444,39.63312,0.990484,0.116095,0.073924,41.18827,20.84724,39.66659,0.963991,0.263133,0.038512
"meditation_experiment_20260516_002946_263",1778884196180,9917,630,1,0.996094,41.18538,20.85008,39.69871,0.993897,0.106955,0.027013,1,0.996094,41.18937,20.8443,39.63176,0.990462,0.111574,0.080852,41.18738,20.84719,39.66524,0.964628,0.261284,0.034986
"meditation_experiment_20260516_002946_263",1778884196292,10029,634,1,0.996094,41.18295,20.85141,39.69675,0.992796,0.11501,-0.033607,1,0.996094,41.18634,20.84542,39.62978,0.992553,0.120121,0.02024,41.18465,20.84841,39.66327,0.962421,0.270455,0.024518
"meditation_experiment_20260516_002946_263",1778884196403,10140,638,1,0.996094,41.18069,20.8525,39.69511,0.994065,0.101685,-0.038659,1,0.996094,41.18329,20.84632,39.62814,0.994155,0.106889,0.015192,41.18199,20.84941,39.66162,0.960095,0.279434,0.0116
"meditation_experiment_20260516_002946_263",1778884196514,10251,642,1,0.996094,41.1787,20.85341,39.69364,0.993634,0.103491,-0.044506,1,0.996094,41.1804,20.84703,39.62665,0.994018,0.108816,0.009347,41.17955,20.85022,39.66014,0.959025,0.28331,-0.002597
"meditation_experiment_20260516_002946_263",1778884196625,10362,646,1,0.996094,41.17655,20.85437,39.69247,0.971179,0.220303,-0.090992,1,0.996094,41.17711,20.848,39.62546,0.973405,0.226043,-0.037267,41.17683,20.85119,39.65897,0.958064,0.285911,-0.019209
"meditation_experiment_20260516_002946_263",1778884196737,10474,650,1,0.996094,41.17454,20.85522,39.69078,0.970566,0.212381,-0.113563,1,0.996094,41.17316,20.84896,39.62377,0.97412,0.217958,-0.05988,41.17385,20.85209,39.65727,0.956899,0.28668,-0.046468
"meditation_experiment_20260516_002946_263",1778884196848,10585,654,1,0.996094,41.17209,20.85577,39.68935,0.971312,0.21291,-0.105934,1,0.996094,41.16935,20.84953,39.62238,0.974522,0.218148,-0.052147,41.17072,20.85265,39.65586,0.954657,0.290268,-0.066144
"meditation_experiment_20260516_002946_263",1778884196960,10697,658,1,0.996094,41.16933,20.85639,39.68868,0.967082,0.218681,-0.130127,1,0.996094,41.16603,20.85016,39.62174,0.97156,0.224108,-0.076472,41.16768,20.85328,39.65521,0.953847,0.290981,-0.074206
"meditation_experiment_20260516_002946_263",1778884197071,10808,662,1,0.996094,41.16559,20.85688,39.68847,0.953506,0.260444,-0.151642,1,0.996094,41.16216,20.85095,39.62151,0.958976,0.265961,-0.098129,41.16387,20.85391,39.65499,0.954501,0.288748,-0.074522
"meditation_experiment_20260516_002946_263",1778884197183,10920,666,1,0.996094,41.16102,20.85717,39.68819,0.956556,0.248226,-0.152924,1,0.996094,41.15744,20.85146,39.62122,0.962202,0.253545,-0.099413,41.15923,20.85432,39.65471,0.956025,0.283455,-0.075303
"meditation_experiment_20260516_002946_263",1778884197294,11031,670,1,0.996094,41.15674,20.85712,39.68895,0.970519,0.240448,0.016644,1,0.996094,41.15358,20.85123,39.62197,0.967291,0.243742,0.070266,41.15516,20.85418,39.65546,0.9586,0.276175,-0.069382
"meditation_experiment_20260516_002946_263",1778884197406,11143,674,1,0.996094,41.15336,20.85689,39.69055,0.967563,0.237257,0.086784,1,0.996094,41.15114,20.85141,39.6235,0.960778,0.239552,0.139715,41.15225,20.85415,39.65702,0.962225,0.266915,-0.05366
"meditation_experiment_20260516_002946_263",1778884197517,11254,678,1,0.996094,41.1526,20.85659,39.69172,0.964206,0.254206,0.075414,1,0.996094,41.15061,20.85157,39.62461,0.958041,0.256184,0.128563,41.1516,20.85408,39.65816,0.962654,0.266376,-0.048393
"meditation_experiment_20260516_002946_263",1778884197629,11366,682,1,0.996094,41.15476,20.85577,39.69212,0.967229,0.241674,0.077864,1,0.996094,41.15254,20.85157,39.62497,0.961121,0.243065,0.131022,41.15365,20.85367,39.65855,0.964907,0.258163,-0.048028
